Year;LOCATION;VARIABLE;UNIT_MULT;FREQ;OBS_VALUE;TIME_FORMAT;UNIT_MEASURE
1994;Austria;Number of maternal deaths;Units;Annual;8.0;Annual;Number
1992;Cambodia;Maternal mortality ratio (MMR) (upper bound);Units;Annual;443.5;Annual;number of maternal deaths per 100,000 live births
1996;Cambodia;Maternal mortality ratio (MMR) (upper bound);Units;Annual;497.3;Annual;number of maternal deaths per 100,000 live births
1991;Mozambique;Maternal mortality ratio (MMR);Units;Annual;525.8;Annual;number of maternal deaths per 100,000 live births
2002;Mozambique;Maternal mortality ratio (MMR);Units;Annual;566.4;Annual;number of maternal deaths per 100,000 live births
2009;Mozambique;Maternal mortality ratio (MMR);Units;Annual;582.2;Annual;number of maternal deaths per 100,000 live births
2011;Chad;Maternal mortality ratio (MMR);Units;Annual;608.3;Annual;number of maternal deaths per 100,000 live births
1998;Latvia;Number of maternal deaths (upper bound);Units;Annual;8.0;Annual;Number
1998;Solomon Islands;Number of maternal deaths (upper bound);Units;Annual;25.0;Annual;Number
1992;GLOBAL;Maternal mortality ratio (MMR);Units;Annual;300.3;Annual;number of maternal deaths per 100,000 live births
1990;Guinea-Bissau;Number of maternal deaths;Units;Annual;374.0;Annual;Number
2003;Trinidad and Tobago;Number of maternal deaths (lower bound);Units;Annual;8.0;Annual;Number
1991;Chile;Maternal mortality ratio (MMR) (lower bound);Units;Annual;39.8;Annual;number of maternal deaths per 100,000 live births
2003;Chile;Maternal mortality ratio (MMR) (lower bound);Units;Annual;17.9;Annual;number of maternal deaths per 100,000 live births
2005;Chile;Maternal mortality ratio (MMR) (lower bound);Units;Annual;18.7;Annual;number of maternal deaths per 100,000 live births
2006;Chile;Maternal mortality ratio (MMR) (lower bound);Units;Annual;19.4;Annual;number of maternal deaths per 100,000 live births
2008;Chile;Maternal mortality ratio (MMR) (lower bound);Units;Annual;18.5;Annual;number of maternal deaths per 100,000 live births
1992;Mali;Maternal mortality ratio (MMR) (upper bound);Units;Annual;696.3;Annual;number of maternal deaths per 100,000 live births
1990;Samoa;Number of maternal deaths (lower bound);Units;Annual;3.0;Annual;Number
1994;Samoa;Number of maternal deaths (lower bound);Units;Annual;2.0;Annual;Number
2002;Samoa;Number of maternal deaths (lower bound);Units;Annual;1.0;Annual;Number
2004;Samoa;Number of maternal deaths (lower bound);Units;Annual;1.0;Annual;Number
2005;Samoa;Number of maternal deaths (lower bound);Units;Annual;1.0;Annual;Number
2009;Samoa;Number of maternal deaths (lower bound);Units;Annual;1.0;Annual;Number
1993;Nicaragua;Maternal mortality ratio (MMR) (lower bound);Units;Annual;71.6;Annual;number of maternal deaths per 100,000 live births
2003;Nicaragua;Maternal mortality ratio (MMR) (lower bound);Units;Annual;95.1;Annual;number of maternal deaths per 100,000 live births
1993;Turkey;Number of maternal deaths (lower bound);Units;Annual;1131.0;Annual;Number
2001;Turkey;Number of maternal deaths (lower bound);Units;Annual;488.0;Annual;Number
2002;Turkey;Number of maternal deaths (lower bound);Units;Annual;444.0;Annual;Number
2011;Greece;Maternal mortality ratio (MMR);Units;Annual;7.6;Annual;number of maternal deaths per 100,000 live births
1991;Djibouti;Number of maternal deaths (lower bound);Units;Annual;64.0;Annual;Number
1995;Djibouti;Number of maternal deaths (lower bound);Units;Annual;70.0;Annual;Number
1997;Djibouti;Number of maternal deaths (lower bound);Units;Annual;78.0;Annual;Number
1998;Djibouti;Number of maternal deaths (lower bound);Units;Annual;82.0;Annual;Number
2000;Djibouti;Number of maternal deaths (lower bound);Units;Annual;88.0;Annual;Number
2008;Djibouti;Number of maternal deaths (lower bound);Units;Annual;77.0;Annual;Number
1991;Germany;Number of maternal deaths;Units;Annual;107.0;Annual;Number
1992;Germany;Number of maternal deaths;Units;Annual;97.0;Annual;Number
1993;Germany;Number of maternal deaths;Units;Annual;91.0;Annual;Number
2005;Germany;Number of maternal deaths;Units;Annual;88.0;Annual;Number
2006;Germany;Number of maternal deaths;Units;Annual;87.0;Annual;Number
2008;Germany;Number of maternal deaths;Units;Annual;80.0;Annual;Number
1994;United Kingdom;Number of maternal deaths (upper bound);Units;Annual;95.0;Annual;Number
2005;United Kingdom;Number of maternal deaths (upper bound);Units;Annual;88.0;Annual;Number
2008;United Kingdom;Number of maternal deaths (upper bound);Units;Annual;96.0;Annual;Number
2009;United Kingdom;Number of maternal deaths (upper bound);Units;Annual;99.0;Annual;Number
1999;Suriname;Number of maternal deaths (lower bound);Units;Annual;8.0;Annual;Number
2003;Suriname;Number of maternal deaths (lower bound);Units;Annual;8.0;Annual;Number
2004;Suriname;Number of maternal deaths (lower bound);Units;Annual;8.0;Annual;Number
2008;Suriname;Number of maternal deaths (lower bound);Units;Annual;6.0;Annual;Number
1992;Norway;Maternal mortality ratio (MMR) (upper bound);Units;Annual;6.8;Annual;number of maternal deaths per 100,000 live births
1994;Norway;Maternal mortality ratio (MMR) (upper bound);Units;Annual;5.9;Annual;number of maternal deaths per 100,000 live births
1995;Norway;Maternal mortality ratio (MMR) (upper bound);Units;Annual;5.8;Annual;number of maternal deaths per 100,000 live births
1996;Norway;Maternal mortality ratio (MMR) (upper bound);Units;Annual;6.1;Annual;number of maternal deaths per 100,000 live births
2000;Norway;Maternal mortality ratio (MMR) (upper bound);Units;Annual;7.8;Annual;number of maternal deaths per 100,000 live births
2008;Norway;Maternal mortality ratio (MMR) (upper bound);Units;Annual;7.5;Annual;number of maternal deaths per 100,000 live births
1994;Iraq;Maternal mortality ratio (MMR) (lower bound);Units;Annual;181.1;Annual;number of maternal deaths per 100,000 live births
1995;Iraq;Maternal mortality ratio (MMR) (lower bound);Units;Annual;179.9;Annual;number of maternal deaths per 100,000 live births
1998;Iraq;Maternal mortality ratio (MMR) (lower bound);Units;Annual;156.1;Annual;number of maternal deaths per 100,000 live births
2004;Iraq;Maternal mortality ratio (MMR) (lower bound);Units;Annual;107.6;Annual;number of maternal deaths per 100,000 live births
2005;Iraq;Maternal mortality ratio (MMR) (lower bound);Units;Annual;103.9;Annual;number of maternal deaths per 100,000 live births
2006;Iraq;Maternal mortality ratio (MMR) (lower bound);Units;Annual;101.1;Annual;number of maternal deaths per 100,000 live births
2007;Morocco;Number of maternal deaths (upper bound);Units;Annual;633.0;Annual;Number
2000;Cuba;Number of maternal deaths;Units;Annual;83.0;Annual;Number
2004;Cuba;Number of maternal deaths;Units;Annual;73.0;Annual;Number
2006;Cuba;Number of maternal deaths;Units;Annual;66.0;Annual;Number
2008;Cuba;Number of maternal deaths;Units;Annual;56.0;Annual;Number
1990;Guyana;Maternal mortality ratio (MMR) (lower bound);Units;Annual;124.9;Annual;number of maternal deaths per 100,000 live births
1994;Guyana;Maternal mortality ratio (MMR) (lower bound);Units;Annual;162.4;Annual;number of maternal deaths per 100,000 live births
1995;Mexico;Number of maternal deaths (upper bound);Units;Annual;1749.0;Annual;Number
1992;Saudi Arabia;Number of maternal deaths (upper bound);Units;Annual;157.0;Annual;Number
2007;Saudi Arabia;Number of maternal deaths (upper bound);Units;Annual;110.0;Annual;Number
1993;Bhutan;Maternal mortality ratio (MMR);Units;Annual;417.2;Annual;number of maternal deaths per 100,000 live births
1995;Bhutan;Maternal mortality ratio (MMR);Units;Annual;362.1;Annual;number of maternal deaths per 100,000 live births
1996;Bhutan;Maternal mortality ratio (MMR);Units;Annual;345.1;Annual;number of maternal deaths per 100,000 live births
2001;Bhutan;Maternal mortality ratio (MMR);Units;Annual;291.5;Annual;number of maternal deaths per 100,000 live births
1990;Bangladesh;Maternal mortality ratio (MMR) (lower bound);Units;Annual;539.3;Annual;number of maternal deaths per 100,000 live births
1994;Bangladesh;Maternal mortality ratio (MMR) (lower bound);Units;Annual;465.1;Annual;number of maternal deaths per 100,000 live births
1999;Bangladesh;Maternal mortality ratio (MMR) (lower bound);Units;Annual;393.9;Annual;number of maternal deaths per 100,000 live births
2007;Bangladesh;Maternal mortality ratio (MMR) (lower bound);Units;Annual;223.7;Annual;number of maternal deaths per 100,000 live births
1990;Moldova;Number of maternal deaths (upper bound);Units;Annual;41.0;Annual;Number
1991;Saint Vincent and the Grenadines;Maternal mortality ratio (MMR) (upper bound);Units;Annual;60.0;Annual;number of maternal deaths per 100,000 live births
1992;Saint Vincent and the Grenadines;Maternal mortality ratio (MMR) (upper bound);Units;Annual;60.4;Annual;number of maternal deaths per 100,000 live births
1993;Saint Vincent and the Grenadines;Maternal mortality ratio (MMR) (upper bound);Units;Annual;60.8;Annual;number of maternal deaths per 100,000 live births
1997;Saint Vincent and the Grenadines;Maternal mortality ratio (MMR) (upper bound);Units;Annual;60.0;Annual;number of maternal deaths per 100,000 live births
2007;Saint Vincent and the Grenadines;Maternal mortality ratio (MMR) (upper bound);Units;Annual;41.2;Annual;number of maternal deaths per 100,000 live births
2008;Saint Vincent and the Grenadines;Maternal mortality ratio (MMR) (upper bound);Units;Annual;39.9;Annual;number of maternal deaths per 100,000 live births
2011;Saint Vincent and the Grenadines;Maternal mortality ratio (MMR) (upper bound);Units;Annual;37.6;Annual;number of maternal deaths per 100,000 live births
1995;Mexico;Number of maternal deaths;Units;Annual;1604.0;Annual;Number
1996;Mexico;Number of maternal deaths;Units;Annual;1550.0;Annual;Number
2004;Mexico;Number of maternal deaths;Units;Annual;1433.0;Annual;Number
2005;Mexico;Number of maternal deaths;Units;Annual;1403.0;Annual;Number
1990;Malawi;Number of maternal deaths (lower bound);Units;Annual;2375.0;Annual;Number
1991;Malawi;Number of maternal deaths (lower bound);Units;Annual;2702.0;Annual;Number
1994;Malawi;Number of maternal deaths (lower bound);Units;Annual;4246.0;Annual;Number
1995;Malawi;Number of maternal deaths (lower bound);Units;Annual;4898.0;Annual;Number
1999;Malawi;Number of maternal deaths (lower bound);Units;Annual;6411.0;Annual;Number
2005;Malawi;Number of maternal deaths (lower bound);Units;Annual;4610.0;Annual;Number
2011;Malawi;Number of maternal deaths (lower bound);Units;Annual;2161.0;Annual;Number
1994;Cameroon;Number of maternal deaths (lower bound);Units;Annual;3079.0;Annual;Number
1995;Cameroon;Number of maternal deaths (lower bound);Units;Annual;3316.0;Annual;Number
1999;Cameroon;Number of maternal deaths (lower bound);Units;Annual;4057.0;Annual;Number
2003;Cameroon;Number of maternal deaths (lower bound);Units;Annual;3664.0;Annual;Number
2004;Cameroon;Number of maternal deaths (lower bound);Units;Annual;3594.0;Annual;Number
2007;Cameroon;Number of maternal deaths (lower bound);Units;Annual;3341.0;Annual;Number
2008;Cameroon;Number of maternal deaths (lower bound);Units;Annual;3280.0;Annual;Number
1990;Micronesia, Federated States of;Maternal mortality ratio (MMR) (upper bound);Units;Annual;213.3;Annual;number of maternal deaths per 100,000 live births
1991;Micronesia, Federated States of;Maternal mortality ratio (MMR) (upper bound);Units;Annual;210.1;Annual;number of maternal deaths per 100,000 live births
2000;Micronesia, Federated States of;Maternal mortality ratio (MMR) (upper bound);Units;Annual;154.2;Annual;number of maternal deaths per 100,000 live births
2002;Micronesia, Federated States of;Maternal mortality ratio (MMR) (upper bound);Units;Annual;140.9;Annual;number of maternal deaths per 100,000 live births
2010;Micronesia, Federated States of;Maternal mortality ratio (MMR) (upper bound);Units;Annual;110.7;Annual;number of maternal deaths per 100,000 live births
1990;Swaziland;Maternal mortality ratio (MMR) (lower bound);Units;Annual;184.2;Annual;number of maternal deaths per 100,000 live births
1995;Swaziland;Maternal mortality ratio (MMR) (lower bound);Units;Annual;298.5;Annual;number of maternal deaths per 100,000 live births
2003;Swaziland;Maternal mortality ratio (MMR) (lower bound);Units;Annual;775.6;Annual;number of maternal deaths per 100,000 live births
2010;Swaziland;Maternal mortality ratio (MMR) (lower bound);Units;Annual;294.9;Annual;number of maternal deaths per 100,000 live births
1990;Gabon;Maternal mortality ratio (MMR) (upper bound);Units;Annual;525.3;Annual;number of maternal deaths per 100,000 live births
1992;Gabon;Maternal mortality ratio (MMR) (upper bound);Units;Annual;561.0;Annual;number of maternal deaths per 100,000 live births
1994;Gabon;Maternal mortality ratio (MMR) (upper bound);Units;Annual;610.2;Annual;number of maternal deaths per 100,000 live births
2004;Gabon;Maternal mortality ratio (MMR) (upper bound);Units;Annual;695.9;Annual;number of maternal deaths per 100,000 live births
2008;Gabon;Maternal mortality ratio (MMR) (upper bound);Units;Annual;618.8;Annual;number of maternal deaths per 100,000 live births
2010;Gabon;Maternal mortality ratio (MMR) (upper bound);Units;Annual;580.4;Annual;number of maternal deaths per 100,000 live births
1990;Mexico;Number of maternal deaths (lower bound);Units;Annual;1545.0;Annual;Number
1993;Mexico;Number of maternal deaths (lower bound);Units;Annual;1438.0;Annual;Number
1995;Mexico;Number of maternal deaths (lower bound);Units;Annual;1460.0;Annual;Number
1990;Cameroon;Number of maternal deaths (upper bound);Units;Annual;2813.0;Annual;Number
1995;Korea, Republic of;Number of maternal deaths (upper bound);Units;Annual;131.0;Annual;Number
2000;Korea, Republic of;Number of maternal deaths (upper bound);Units;Annual;104.0;Annual;Number
2002;Korea, Republic of;Number of maternal deaths (upper bound);Units;Annual;89.0;Annual;Number
1997;Niger;Number of maternal deaths;Units;Annual;3050.0;Annual;Number
2002;Guinea;Maternal mortality ratio (MMR);Units;Annual;812.2;Annual;number of maternal deaths per 100,000 live births
2003;Guinea;Maternal mortality ratio (MMR);Units;Annual;812.3;Annual;number of maternal deaths per 100,000 live births
1993;Uganda;Number of maternal deaths (upper bound);Units;Annual;7961.0;Annual;Number
2011;Uganda;Number of maternal deaths (upper bound);Units;Annual;5458.0;Annual;Number
2005;Slovenia;Number of maternal deaths;Units;Annual;2.0;Annual;Number
2007;Slovenia;Number of maternal deaths;Units;Annual;2.0;Annual;Number
2000;Bulgaria;Maternal mortality ratio (MMR) (lower bound);Units;Annual;38.5;Annual;number of maternal deaths per 100,000 live births
1998;Yemen;Maternal mortality ratio (MMR) (upper bound);Units;Annual;438.4;Annual;number of maternal deaths per 100,000 live births
2010;Algeria;Number of maternal deaths;Units;Annual;602.0;Annual;Number
1996;Hungary;Number of maternal deaths (upper bound);Units;Annual;24.0;Annual;Number
2002;Hungary;Number of maternal deaths (upper bound);Units;Annual;16.0;Annual;Number
1997;Jamaica;Number of maternal deaths (lower bound);Units;Annual;28.0;Annual;Number
